source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-01720,REC-0431,Authentication Events,Identity Provider,High,2026-05-26 23:57,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01721,REC-0431,Malware Detection Engine,Antivirus Scanner,High,2026-05-26 23:53,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01722,REC-0431,Endpoint Detection Systems,EDR Engine,Very High,2026-05-26 23:16,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01723,REC-0431,Patch Compliance Records,Systems Management,Very High,2026-05-26 23:20,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01724,REC-0432,Patch Compliance Records,Systems Management,Very High,2026-05-09 23:51,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01725,REC-0432,Endpoint Detection Systems,EDR Engine,High,2026-05-09 23:09,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01726,REC-0432,Authentication Events,Identity Provider,Very High,2026-05-09 23:16,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01727,REC-0432,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-09 23:46,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01728,REC-0433,Security Logs,SIEM Stream,High,2026-06-19 23:34,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01729,REC-0433,Threat Intelligence Feeds,External Threat Intel,High,2026-06-19 23:12,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01730,REC-0433,Historical Incident Records,Incident Registry,High,2026-06-19 23:48,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01731,REC-0433,Patch Compliance Records,Systems Management,Moderate,2026-06-19 23:24,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01732,REC-0434,Authentication Events,Identity Provider,High,2026-06-02 23:03,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01733,REC-0434,Network Anomaly Detection,IDS/IPS System,High,2026-06-02 23:58,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01734,REC-0434,Device Telemetry,Endpoint Agent,High,2026-06-02 23:48,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01735,REC-0434,Historical Incident Records,Incident Registry,High,2026-06-02 23:07,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01736,REC-0434,Security Logs,SIEM Stream,Very High,2026-06-02 23:54,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01737,REC-0435,Device Telemetry,Endpoint Agent,High,2026-05-08 23:12,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01738,REC-0435,Network Activity,NetFlow Collector,Very High,2026-05-08 23:12,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01739,REC-0435,Security Logs,SIEM Stream,High,2026-05-08 23:13,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01740,REC-0435,Historical Incident Records,Incident Registry,Moderate,2026-05-08 23:52,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01741,REC-0435,Endpoint Detection Systems,EDR Engine,Moderate,2026-05-08 23:02,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01742,REC-0436,Authentication Events,Identity Provider,Moderate,2026-05-13 23:11,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01743,REC-0436,Endpoint Detection Systems,EDR Engine,Very High,2026-05-13 23:52,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01744,REC-0436,Threat Intelligence Feeds,External Threat Intel,High,2026-05-13 23:11,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01745,REC-0437,Network Activity,NetFlow Collector,Very High,2026-06-04 23:55,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01746,REC-0437,Device Telemetry,Endpoint Agent,High,2026-06-04 23:40,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01747,REC-0437,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-06-04 23:15,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01748,REC-0438,Historical Incident Records,Incident Registry,High,2026-06-17 23:15,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01749,REC-0438,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-17 23:57,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01750,REC-0438,Authentication Events,Identity Provider,Low,2026-06-17 23:30,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01751,REC-0438,Malware Detection Engine,Antivirus Scanner,High,2026-06-17 23:28,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01752,REC-0438,Patch Compliance Records,Systems Management,Very High,2026-06-17 23:19,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01753,REC-0439,Endpoint Detection Systems,EDR Engine,High,2026-06-17 23:44,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01754,REC-0439,Security Logs,SIEM Stream,High,2026-06-17 23:05,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01755,REC-0439,Authentication Events,Identity Provider,Moderate,2026-06-17 23:34,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01756,REC-0440,Historical Incident Records,Incident Registry,Very High,2026-06-09 23:42,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01757,REC-0440,Endpoint Detection Systems,EDR Engine,High,2026-06-09 23:54,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01758,REC-0440,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-09 23:12,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01759,REC-0441,Network Activity,NetFlow Collector,High,2026-05-21 23:04,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01760,REC-0441,Authentication Events,Identity Provider,Very High,2026-05-21 23:47,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01761,REC-0441,Security Logs,SIEM Stream,High,2026-05-21 23:45,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01762,REC-0441,Device Telemetry,Endpoint Agent,High,2026-05-21 23:06,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01763,REC-0442,Device Telemetry,Endpoint Agent,Very High,2026-06-18 23:44,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01764,REC-0442,Network Anomaly Detection,IDS/IPS System,Moderate,2026-06-18 23:48,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
