recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0712,DEV-0242,CASE-0712,Patch Violation,25.1,Patch Violation detected on DEV-0242-CORP with elevated correlation to revoke admin credentials.
REC-0712,DEV-0242,CASE-0712,Malware Signature,42.8,Malware Signature detected on DEV-0242-CORP with elevated correlation to revoke admin credentials.
REC-0712,DEV-0242,CASE-0712,Data Exfiltration Pattern,1.4,Data Exfiltration Pattern detected on DEV-0242-CORP with elevated correlation to revoke admin credentials.
REC-0976,DEV-0053,CASE-0976,Network Activity,14.0,Network Activity detected on DEV-0053-CORP with elevated correlation to isolate endpoint.
REC-0976,DEV-0053,CASE-0976,Anomalous Process,46.1,Anomalous Process detected on DEV-0053-CORP with elevated correlation to isolate endpoint.
REC-0976,DEV-0053,CASE-0976,Data Exfiltration Pattern,39.9,Data Exfiltration Pattern detected on DEV-0053-CORP with elevated correlation to isolate endpoint.
REC-0050,DEV-0070,CASE-0050,Network Activity,59.3,Network Activity detected on DEV-0070-CORP with elevated correlation to force password reset.
REC-0050,DEV-0070,CASE-0050,Failed Logins,2.1,Failed Logins detected on DEV-0070-CORP with elevated correlation to force password reset.
REC-0050,DEV-0070,CASE-0050,Suspicious DNS Query,17.8,Suspicious DNS Query detected on DEV-0070-CORP with elevated correlation to force password reset.
REC-0050,DEV-0070,CASE-0050,Privilege Escalation,20.8,Privilege Escalation detected on DEV-0070-CORP with elevated correlation to force password reset.
REC-0873,DEV-0241,CASE-0873,Data Exfiltration Pattern,10.1,Data Exfiltration Pattern detected on DEV-0241-CORP with elevated correlation to restrict network access.
REC-0873,DEV-0241,CASE-0873,Anomalous Process,34.8,Anomalous Process detected on DEV-0241-CORP with elevated correlation to restrict network access.
REC-0873,DEV-0241,CASE-0873,Privilege Escalation,3.3,Privilege Escalation detected on DEV-0241-CORP with elevated correlation to restrict network access.
REC-0873,DEV-0241,CASE-0873,Malware Signature,51.7,Malware Signature detected on DEV-0241-CORP with elevated correlation to restrict network access.
REC-0427,DEV-0217,CASE-0427,Suspicious DNS Query,26.9,Suspicious DNS Query detected on DEV-0217-CORP with elevated correlation to revoke admin credentials.
REC-0427,DEV-0217,CASE-0427,Anomalous Process,13.2,Anomalous Process detected on DEV-0217-CORP with elevated correlation to revoke admin credentials.
REC-0427,DEV-0217,CASE-0427,Network Activity,42.8,Network Activity detected on DEV-0217-CORP with elevated correlation to revoke admin credentials.
REC-0427,DEV-0217,CASE-0427,Malware Signature,4.9,Malware Signature detected on DEV-0217-CORP with elevated correlation to revoke admin credentials.
REC-0427,DEV-0217,CASE-0427,Patch Violation,12.2,Patch Violation detected on DEV-0217-CORP with elevated correlation to revoke admin credentials.
REC-0012,DEV-0147,CASE-0012,Anomalous Process,7.5,Anomalous Process detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0012,DEV-0147,CASE-0012,Data Exfiltration Pattern,4.4,Data Exfiltration Pattern detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0012,DEV-0147,CASE-0012,Patch Violation,12.3,Patch Violation detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0012,DEV-0147,CASE-0012,Network Activity,75.8,Network Activity detected on DEV-0147-CORP with elevated correlation to isolate endpoint.
REC-0561,DEV-0242,CASE-0561,Privilege Escalation,8.0,Privilege Escalation detected on DEV-0242-CORP with elevated correlation to escalate to human review.
REC-0561,DEV-0242,CASE-0561,Data Exfiltration Pattern,29.0,Data Exfiltration Pattern detected on DEV-0242-CORP with elevated correlation to escalate to human review.
REC-0561,DEV-0242,CASE-0561,Patch Violation,16.4,Patch Violation detected on DEV-0242-CORP with elevated correlation to escalate to human review.
REC-0561,DEV-0242,CASE-0561,Failed Logins,46.6,Failed Logins detected on DEV-0242-CORP with elevated correlation to escalate to human review.
REC-0216,DEV-0091,CASE-0216,Patch Violation,47.6,Patch Violation detected on DEV-0091-CORP with elevated correlation to quarantine device.
REC-0216,DEV-0091,CASE-0216,Anomalous Process,46.4,Anomalous Process detected on DEV-0091-CORP with elevated correlation to quarantine device.
REC-0216,DEV-0091,CASE-0216,Failed Logins,2.7,Failed Logins detected on DEV-0091-CORP with elevated correlation to quarantine device.
REC-0216,DEV-0091,CASE-0216,Privilege Escalation,3.3,Privilege Escalation detected on DEV-0091-CORP with elevated correlation to quarantine device.
REC-0509,DEV-0234,CASE-0509,Privilege Escalation,8.5,Privilege Escalation detected on DEV-0234-CORP with elevated correlation to deploy security patch.
REC-0509,DEV-0234,CASE-0509,Anomalous Process,24.7,Anomalous Process detected on DEV-0234-CORP with elevated correlation to deploy security patch.
REC-0509,DEV-0234,CASE-0509,Network Activity,33.3,Network Activity detected on DEV-0234-CORP with elevated correlation to deploy security patch.
REC-0509,DEV-0234,CASE-0509,Data Exfiltration Pattern,21.3,Data Exfiltration Pattern detected on DEV-0234-CORP with elevated correlation to deploy security patch.
REC-0509,DEV-0234,CASE-0509,Failed Logins,12.1,Failed Logins detected on DEV-0234-CORP with elevated correlation to deploy security patch.
REC-0043,DEV-0029,CASE-0043,Data Exfiltration Pattern,7.5,Data Exfiltration Pattern detected on DEV-0029-CORP with elevated correlation to revoke admin credentials.
REC-0043,DEV-0029,CASE-0043,Failed Logins,0.0,Failed Logins detected on DEV-0029-CORP with elevated correlation to revoke admin credentials.
REC-0043,DEV-0029,CASE-0043,Privilege Escalation,44.8,Privilege Escalation detected on DEV-0029-CORP with elevated correlation to revoke admin credentials.
REC-0043,DEV-0029,CASE-0043,Patch Violation,47.7,Patch Violation detected on DEV-0029-CORP with elevated correlation to revoke admin credentials.
REC-0414,DEV-0076,CASE-0414,Malware Signature,26.4,Malware Signature detected on DEV-0076-CORP with elevated correlation to monitor device activity.
REC-0414,DEV-0076,CASE-0414,Network Activity,33.8,Network Activity detected on DEV-0076-CORP with elevated correlation to monitor device activity.
REC-0414,DEV-0076,CASE-0414,Suspicious DNS Query,39.7,Suspicious DNS Query detected on DEV-0076-CORP with elevated correlation to monitor device activity.
REC-0896,DEV-0145,CASE-0896,Privilege Escalation,42.6,Privilege Escalation detected on DEV-0145-CORP with elevated correlation to restrict network access.
REC-0896,DEV-0145,CASE-0896,Suspicious DNS Query,18.2,Suspicious DNS Query detected on DEV-0145-CORP with elevated correlation to restrict network access.
REC-0896,DEV-0145,CASE-0896,Patch Violation,26.1,Patch Violation detected on DEV-0145-CORP with elevated correlation to restrict network access.
REC-0896,DEV-0145,CASE-0896,Anomalous Process,13.1,Anomalous Process detected on DEV-0145-CORP with elevated correlation to restrict network access.
REC-0322,DEV-0233,CASE-0322,Malware Signature,14.0,Malware Signature detected on DEV-0233-CORP with elevated correlation to revoke admin credentials.
REC-0322,DEV-0233,CASE-0322,Privilege Escalation,46.8,Privilege Escalation detected on DEV-0233-CORP with elevated correlation to revoke admin credentials.
REC-0322,DEV-0233,CASE-0322,Network Activity,39.2,Network Activity detected on DEV-0233-CORP with elevated correlation to revoke admin credentials.
REC-0804,DEV-0244,CASE-0804,Data Exfiltration Pattern,36.8,Data Exfiltration Pattern detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0804,DEV-0244,CASE-0804,Network Activity,1.3,Network Activity detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0804,DEV-0244,CASE-0804,Suspicious DNS Query,3.0,Suspicious DNS Query detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0804,DEV-0244,CASE-0804,Patch Violation,3.1,Patch Violation detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0804,DEV-0244,CASE-0804,Failed Logins,55.7,Failed Logins detected on DEV-0244-CORP with elevated correlation to deploy security patch.
REC-0437,DEV-0132,CASE-0437,Data Exfiltration Pattern,36.7,Data Exfiltration Pattern detected on DEV-0132-CORP with elevated correlation to monitor device activity.
REC-0437,DEV-0132,CASE-0437,Failed Logins,8.7,Failed Logins detected on DEV-0132-CORP with elevated correlation to monitor device activity.
REC-0437,DEV-0132,CASE-0437,Privilege Escalation,28.9,Privilege Escalation detected on DEV-0132-CORP with elevated correlation to monitor device activity.
REC-0437,DEV-0132,CASE-0437,Network Activity,25.7,Network Activity detected on DEV-0132-CORP with elevated correlation to monitor device activity.
REC-0438,DEV-0009,CASE-0438,Failed Logins,11.5,Failed Logins detected on DEV-0009-CORP with elevated correlation to quarantine device.
REC-0438,DEV-0009,CASE-0438,Malware Signature,40.0,Malware Signature detected on DEV-0009-CORP with elevated correlation to quarantine device.
REC-0438,DEV-0009,CASE-0438,Anomalous Process,15.4,Anomalous Process detected on DEV-0009-CORP with elevated correlation to quarantine device.
REC-0438,DEV-0009,CASE-0438,Privilege Escalation,33.2,Privilege Escalation detected on DEV-0009-CORP with elevated correlation to quarantine device.
REC-0775,DEV-0008,CASE-0775,Privilege Escalation,33.7,Privilege Escalation detected on DEV-0008-CORP with elevated correlation to force password reset.
REC-0775,DEV-0008,CASE-0775,Patch Violation,53.6,Patch Violation detected on DEV-0008-CORP with elevated correlation to force password reset.
REC-0775,DEV-0008,CASE-0775,Anomalous Process,12.7,Anomalous Process detected on DEV-0008-CORP with elevated correlation to force password reset.
REC-0737,DEV-0145,CASE-0737,Failed Logins,2.1,Failed Logins detected on DEV-0145-CORP with elevated correlation to escalate to human review.
REC-0737,DEV-0145,CASE-0737,Suspicious DNS Query,12.3,Suspicious DNS Query detected on DEV-0145-CORP with elevated correlation to escalate to human review.
REC-0737,DEV-0145,CASE-0737,Anomalous Process,21.8,Anomalous Process detected on DEV-0145-CORP with elevated correlation to escalate to human review.
REC-0737,DEV-0145,CASE-0737,Data Exfiltration Pattern,48.6,Data Exfiltration Pattern detected on DEV-0145-CORP with elevated correlation to escalate to human review.
REC-0737,DEV-0145,CASE-0737,Network Activity,15.2,Network Activity detected on DEV-0145-CORP with elevated correlation to escalate to human review.
REC-0780,DEV-0023,CASE-0780,Privilege Escalation,25.0,Privilege Escalation detected on DEV-0023-CORP with elevated correlation to isolate endpoint.
REC-0780,DEV-0023,CASE-0780,Anomalous Process,27.3,Anomalous Process detected on DEV-0023-CORP with elevated correlation to isolate endpoint.
REC-0780,DEV-0023,CASE-0780,Malware Signature,34.5,Malware Signature detected on DEV-0023-CORP with elevated correlation to isolate endpoint.
REC-0780,DEV-0023,CASE-0780,Data Exfiltration Pattern,13.2,Data Exfiltration Pattern detected on DEV-0023-CORP with elevated correlation to isolate endpoint.
REC-0596,DEV-0045,CASE-0596,Data Exfiltration Pattern,17.0,Data Exfiltration Pattern detected on DEV-0045-CORP with elevated correlation to force password reset.
REC-0596,DEV-0045,CASE-0596,Network Activity,11.0,Network Activity detected on DEV-0045-CORP with elevated correlation to force password reset.
REC-0596,DEV-0045,CASE-0596,Privilege Escalation,63.8,Privilege Escalation detected on DEV-0045-CORP with elevated correlation to force password reset.
REC-0596,DEV-0045,CASE-0596,Patch Violation,5.2,Patch Violation detected on DEV-0045-CORP with elevated correlation to force password reset.
REC-0596,DEV-0045,CASE-0596,Failed Logins,3.0,Failed Logins detected on DEV-0045-CORP with elevated correlation to force password reset.
REC-0685,DEV-0178,CASE-0685,Data Exfiltration Pattern,7.3,Data Exfiltration Pattern detected on DEV-0178-CORP with elevated correlation to monitor device activity.
REC-0685,DEV-0178,CASE-0685,Suspicious DNS Query,27.1,Suspicious DNS Query detected on DEV-0178-CORP with elevated correlation to monitor device activity.
REC-0685,DEV-0178,CASE-0685,Patch Violation,30.0,Patch Violation detected on DEV-0178-CORP with elevated correlation to monitor device activity.
REC-0685,DEV-0178,CASE-0685,Network Activity,34.9,Network Activity detected on DEV-0178-CORP with elevated correlation to monitor device activity.
REC-0685,DEV-0178,CASE-0685,Failed Logins,0.7,Failed Logins detected on DEV-0178-CORP with elevated correlation to monitor device activity.
REC-0018,DEV-0061,CASE-0018,Suspicious DNS Query,7.0,Suspicious DNS Query detected on DEV-0061-CORP with elevated correlation to restrict network access.
REC-0018,DEV-0061,CASE-0018,Patch Violation,4.2,Patch Violation detected on DEV-0061-CORP with elevated correlation to restrict network access.
REC-0018,DEV-0061,CASE-0018,Failed Logins,47.5,Failed Logins detected on DEV-0061-CORP with elevated correlation to restrict network access.
REC-0018,DEV-0061,CASE-0018,Network Activity,37.3,Network Activity detected on DEV-0061-CORP with elevated correlation to restrict network access.
REC-0018,DEV-0061,CASE-0018,Data Exfiltration Pattern,3.9,Data Exfiltration Pattern detected on DEV-0061-CORP with elevated correlation to restrict network access.
REC-0380,DEV-0018,CASE-0380,Privilege Escalation,34.5,Privilege Escalation detected on DEV-0018-CORP with elevated correlation to monitor device activity.
REC-0380,DEV-0018,CASE-0380,Network Activity,30.4,Network Activity detected on DEV-0018-CORP with elevated correlation to monitor device activity.
REC-0380,DEV-0018,CASE-0380,Suspicious DNS Query,35.1,Suspicious DNS Query detected on DEV-0018-CORP with elevated correlation to monitor device activity.
REC-0493,DEV-0177,CASE-0493,Failed Logins,4.1,Failed Logins detected on DEV-0177-CORP with elevated correlation to isolate endpoint.
REC-0493,DEV-0177,CASE-0493,Privilege Escalation,87.1,Privilege Escalation detected on DEV-0177-CORP with elevated correlation to isolate endpoint.
REC-0493,DEV-0177,CASE-0493,Suspicious DNS Query,8.8,Suspicious DNS Query detected on DEV-0177-CORP with elevated correlation to isolate endpoint.
REC-0983,DEV-0200,CASE-0983,Malware Signature,39.3,Malware Signature detected on DEV-0200-CORP with elevated correlation to escalate to human review.
REC-0983,DEV-0200,CASE-0983,Network Activity,21.4,Network Activity detected on DEV-0200-CORP with elevated correlation to escalate to human review.
REC-0983,DEV-0200,CASE-0983,Failed Logins,0.6,Failed Logins detected on DEV-0200-CORP with elevated correlation to escalate to human review.
REC-0983,DEV-0200,CASE-0983,Data Exfiltration Pattern,38.7,Data Exfiltration Pattern detected on DEV-0200-CORP with elevated correlation to escalate to human review.
